2017-01-24 04:37:23,233 DEBUG    version=v043-unified:simple-ff-200
2017-01-24 06:36:21,872 INFO     epoch: 64 took 108.213s (82.456s in batching)
training loss:	0.593514
validation loss:	0.619613
validation error:	0.339390
2017-01-24 06:36:21,877 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:38:00,604 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-065.pkl
2017-01-24 06:38:09,907 INFO     epoch: 65 took 108.035s (82.399s in batching)
training loss:	0.593401
validation loss:	0.610610
validation error:	0.330439
2017-01-24 06:38:09,912 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:39:48,879 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-066.pkl
2017-01-24 06:39:58,240 INFO     epoch: 66 took 108.333s (82.536s in batching)
training loss:	0.593381
validation loss:	0.608214
validation error:	0.331028
2017-01-24 06:39:58,245 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:41:37,252 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-067.pkl
2017-01-24 06:41:46,633 INFO     epoch: 67 took 108.393s (82.630s in batching)
training loss:	0.593162
validation loss:	0.609378
validation error:	0.331271
2017-01-24 06:41:46,637 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:43:25,691 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-068.pkl
2017-01-24 06:43:35,055 INFO     epoch: 68 took 108.422s (82.657s in batching)
training loss:	0.593401
validation loss:	0.605914
validation error:	0.329031
2017-01-24 06:43:35,060 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:45:14,313 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-069.pkl
2017-01-24 06:45:23,663 INFO     epoch: 69 took 108.607s (82.858s in batching)
training loss:	0.593136
validation loss:	0.609777
validation error:	0.334840
2017-01-24 06:45:23,668 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:47:02,271 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-070.pkl
2017-01-24 06:47:11,597 INFO     epoch: 70 took 107.935s (82.199s in batching)
training loss:	0.593167
validation loss:	0.621078
validation error:	0.337779
2017-01-24 06:47:11,603 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:48:50,253 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-071.pkl
2017-01-24 06:48:59,597 INFO     epoch: 71 took 108.000s (82.223s in batching)
training loss:	0.593024
validation loss:	0.607916
validation error:	0.327356
2017-01-24 06:48:59,602 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:50:37,962 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-072.pkl
2017-01-24 06:50:47,318 INFO     epoch: 72 took 107.721s (81.868s in batching)
training loss:	0.593122
validation loss:	0.608174
validation error:	0.325715
2017-01-24 06:50:47,323 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:52:26,000 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-073.pkl
2017-01-24 06:52:35,313 INFO     epoch: 73 took 107.995s (82.339s in batching)
training loss:	0.593010
validation loss:	0.609961
validation error:	0.331068
2017-01-24 06:52:35,318 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:54:13,947 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-074.pkl
2017-01-24 06:54:23,284 INFO     epoch: 74 took 107.971s (82.098s in batching)
training loss:	0.592843
validation loss:	0.607633
validation error:	0.331549
2017-01-24 06:54:23,289 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:56:02,383 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-075.pkl
2017-01-24 06:56:11,720 INFO     epoch: 75 took 108.436s (82.476s in batching)
training loss:	0.592778
validation loss:	0.602772
validation error:	0.327440
2017-01-24 06:56:11,726 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:57:49,376 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-076.pkl
2017-01-24 06:57:58,585 INFO     epoch: 76 took 106.865s (81.937s in batching)
training loss:	0.592752
validation loss:	0.604665
validation error:	0.329819
2017-01-24 06:57:58,590 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 06:59:35,850 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-077.pkl
2017-01-24 06:59:45,051 INFO     epoch: 77 took 106.466s (81.681s in batching)
training loss:	0.592782
validation loss:	0.609031
validation error:	0.334206
2017-01-24 06:59:45,057 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:01:22,233 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-078.pkl
2017-01-24 07:01:31,404 INFO     epoch: 78 took 106.352s (81.588s in batching)
training loss:	0.592797
validation loss:	0.611614
validation error:	0.331945
2017-01-24 07:01:31,409 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:03:08,912 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-079.pkl
2017-01-24 07:03:18,150 INFO     epoch: 79 took 106.746s (81.887s in batching)
training loss:	0.592635
validation loss:	0.607311
validation error:	0.330498
2017-01-24 07:03:18,156 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:04:56,747 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-080.pkl
2017-01-24 07:05:06,059 INFO     epoch: 80 took 107.908s (82.912s in batching)
training loss:	0.592712
validation loss:	0.606746
validation error:	0.331752
2017-01-24 07:05:06,064 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:06:44,600 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-081.pkl
2017-01-24 07:06:53,864 INFO     epoch: 81 took 107.805s (82.727s in batching)
training loss:	0.592720
validation loss:	0.605250
validation error:	0.329497
2017-01-24 07:06:53,870 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:08:32,216 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-082.pkl
2017-01-24 07:08:41,537 INFO     epoch: 82 took 107.673s (82.611s in batching)
training loss:	0.592561
validation loss:	0.612559
validation error:	0.332996
2017-01-24 07:08:41,543 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:10:20,105 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-083.pkl
2017-01-24 07:10:29,395 INFO     epoch: 83 took 107.858s (82.728s in batching)
training loss:	0.592359
validation loss:	0.605886
validation error:	0.327896
2017-01-24 07:10:29,401 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:12:07,920 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-084.pkl
2017-01-24 07:12:17,358 INFO     epoch: 84 took 107.962s (82.656s in batching)
training loss:	0.592576
validation loss:	0.604936
validation error:	0.330305
2017-01-24 07:12:17,363 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:13:55,711 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-085.pkl
2017-01-24 07:14:05,041 INFO     epoch: 85 took 107.684s (82.383s in batching)
training loss:	0.592276
validation loss:	0.607199
validation error:	0.327584
2017-01-24 07:14:05,047 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:15:43,299 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-086.pkl
2017-01-24 07:15:52,592 INFO     epoch: 86 took 107.550s (82.206s in batching)
training loss:	0.592425
validation loss:	0.610524
validation error:	0.335128
2017-01-24 07:15:52,597 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:17:31,163 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-087.pkl
2017-01-24 07:17:40,490 INFO     epoch: 87 took 107.898s (82.493s in batching)
training loss:	0.592268
validation loss:	0.604049
validation error:	0.329100
2017-01-24 07:17:40,495 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:19:19,102 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-088.pkl
2017-01-24 07:19:28,506 INFO     epoch: 88 took 108.016s (82.520s in batching)
training loss:	0.592258
validation loss:	0.605514
validation error:	0.327802
2017-01-24 07:19:28,512 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:21:06,987 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-089.pkl
2017-01-24 07:21:16,286 INFO     epoch: 89 took 107.780s (82.462s in batching)
training loss:	0.592254
validation loss:	0.610436
validation error:	0.333115
2017-01-24 07:21:16,292 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:22:54,960 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-090.pkl
2017-01-24 07:23:04,278 INFO     epoch: 90 took 107.993s (82.506s in batching)
training loss:	0.592109
validation loss:	0.605126
validation error:	0.324976
2017-01-24 07:23:04,284 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:24:43,259 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-091.pkl
2017-01-24 07:24:52,569 INFO     epoch: 91 took 108.290s (82.792s in batching)
training loss:	0.592180
validation loss:	0.602664
validation error:	0.324629
2017-01-24 07:24:52,574 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:26:31,419 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-092.pkl
2017-01-24 07:26:40,813 INFO     epoch: 92 took 108.245s (82.613s in batching)
training loss:	0.592086
validation loss:	0.617995
validation error:	0.336649
2017-01-24 07:26:40,819 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:28:19,619 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-093.pkl
2017-01-24 07:28:28,973 INFO     epoch: 93 took 108.159s (82.619s in batching)
training loss:	0.592155
validation loss:	0.606617
validation error:	0.327445
2017-01-24 07:28:28,979 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:30:08,253 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-094.pkl
2017-01-24 07:30:17,670 INFO     epoch: 94 took 108.697s (83.014s in batching)
training loss:	0.592081
validation loss:	0.604538
validation error:	0.327579
2017-01-24 07:30:17,676 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:31:56,366 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-095.pkl
2017-01-24 07:32:05,771 INFO     epoch: 95 took 108.101s (82.610s in batching)
training loss:	0.592058
validation loss:	0.606781
validation error:	0.326533
2017-01-24 07:32:05,776 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:33:44,628 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-096.pkl
2017-01-24 07:33:53,976 INFO     epoch: 96 took 108.205s (82.617s in batching)
training loss:	0.592237
validation loss:	0.606476
validation error:	0.328724
2017-01-24 07:33:53,982 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:35:32,646 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-097.pkl
2017-01-24 07:35:42,072 INFO     epoch: 97 took 108.096s (82.492s in batching)
training loss:	0.592098
validation loss:	0.605118
validation error:	0.328481
2017-01-24 07:35:42,078 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:37:20,969 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-098.pkl
2017-01-24 07:37:30,349 INFO     epoch: 98 took 108.278s (82.689s in batching)
training loss:	0.591915
validation loss:	0.607058
validation error:	0.324431
2017-01-24 07:37:30,356 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:39:09,306 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-099.pkl
2017-01-24 07:39:18,733 INFO     epoch: 99 took 108.384s (82.688s in batching)
training loss:	0.592059
validation loss:	0.605501
validation error:	0.326493
2017-01-24 07:39:18,739 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:40:57,663 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-100.pkl
2017-01-24 07:41:07,017 INFO     epoch: 100 took 108.284s (82.654s in batching)
training loss:	0.591763
validation loss:	0.605241
validation error:	0.328278
2017-01-24 07:41:07,023 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:42:46,265 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-101.pkl
2017-01-24 07:42:55,673 INFO     epoch: 101 took 108.656s (83.011s in batching)
training loss:	0.591921
validation loss:	0.610307
validation error:	0.332119
2017-01-24 07:42:55,680 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:44:34,607 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-102.pkl
2017-01-24 07:44:44,004 INFO     epoch: 102 took 108.330s (82.596s in batching)
training loss:	0.591857
validation loss:	0.608832
validation error:	0.327881
2017-01-24 07:44:44,010 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:46:23,021 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-103.pkl
2017-01-24 07:46:32,349 INFO     epoch: 103 took 108.345s (82.730s in batching)
training loss:	0.591630
validation loss:	0.603752
validation error:	0.326929
2017-01-24 07:46:32,355 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:48:11,686 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-104.pkl
2017-01-24 07:48:21,138 INFO     epoch: 104 took 108.789s (82.952s in batching)
training loss:	0.591801
validation loss:	0.607292
validation error:	0.329462
2017-01-24 07:48:21,144 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:50:00,437 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-105.pkl
2017-01-24 07:50:09,891 INFO     epoch: 105 took 108.753s (82.946s in batching)
training loss:	0.591757
validation loss:	0.603653
validation error:	0.325056
2017-01-24 07:50:09,897 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:51:49,210 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-106.pkl
2017-01-24 07:51:58,707 INFO     epoch: 106 took 108.816s (83.056s in batching)
training loss:	0.591657
validation loss:	0.613689
validation error:	0.331708
2017-01-24 07:51:58,713 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:53:38,352 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-107.pkl
2017-01-24 07:53:47,762 INFO     epoch: 107 took 109.055s (83.226s in batching)
training loss:	0.591704
validation loss:	0.605515
validation error:	0.328818
2017-01-24 07:53:47,768 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:55:27,004 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-108.pkl
2017-01-24 07:55:36,391 INFO     epoch: 108 took 108.629s (82.814s in batching)
training loss:	0.591672
validation loss:	0.604516
validation error:	0.327108
2017-01-24 07:55:36,397 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:57:15,587 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-109.pkl
2017-01-24 07:57:24,952 INFO     epoch: 109 took 108.561s (82.862s in batching)
training loss:	0.591709
validation loss:	0.607176
validation error:	0.328808
2017-01-24 07:57:24,958 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 07:59:03,887 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-110.pkl
2017-01-24 07:59:13,223 INFO     epoch: 110 took 108.271s (82.542s in batching)
training loss:	0.591617
validation loss:	0.607187
validation error:	0.331767
2017-01-24 07:59:13,229 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:00:52,249 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-111.pkl
2017-01-24 08:01:01,587 INFO     epoch: 111 took 108.364s (82.611s in batching)
training loss:	0.591406
validation loss:	0.606897
validation error:	0.328882
2017-01-24 08:01:01,593 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:02:40,540 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-112.pkl
2017-01-24 08:02:49,953 INFO     epoch: 112 took 108.366s (82.682s in batching)
training loss:	0.591532
validation loss:	0.606813
validation error:	0.329130
2017-01-24 08:02:49,960 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:04:29,052 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-113.pkl
2017-01-24 08:04:38,421 INFO     epoch: 113 took 108.468s (82.682s in batching)
training loss:	0.591506
validation loss:	0.609406
validation error:	0.332084
2017-01-24 08:04:38,428 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:06:17,361 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-114.pkl
2017-01-24 08:06:26,733 INFO     epoch: 114 took 108.312s (82.415s in batching)
training loss:	0.591494
validation loss:	0.605006
validation error:	0.328580
2017-01-24 08:06:26,740 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:08:05,619 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-115.pkl
2017-01-24 08:08:14,833 INFO     epoch: 115 took 108.099s (82.530s in batching)
training loss:	0.591319
validation loss:	0.606733
validation error:	0.329418
2017-01-24 08:08:14,839 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:09:52,424 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-116.pkl
2017-01-24 08:10:01,594 INFO     epoch: 116 took 106.761s (82.101s in batching)
training loss:	0.591522
validation loss:	0.610005
validation error:	0.329983
2017-01-24 08:10:01,600 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:11:39,617 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-117.pkl
2017-01-24 08:11:48,887 INFO     epoch: 117 took 107.294s (82.413s in batching)
training loss:	0.591269
validation loss:	0.606231
validation error:	0.329551
2017-01-24 08:11:48,894 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:13:26,768 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-118.pkl
2017-01-24 08:13:36,008 INFO     epoch: 118 took 107.121s (82.342s in batching)
training loss:	0.591428
validation loss:	0.605442
validation error:	0.327965
2017-01-24 08:13:36,015 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:15:13,526 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-119.pkl
2017-01-24 08:15:22,773 INFO     epoch: 119 took 106.765s (81.956s in batching)
training loss:	0.591347
validation loss:	0.609340
validation error:	0.331484
2017-01-24 08:15:22,780 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:17:00,582 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-120.pkl
2017-01-24 08:17:09,833 INFO     epoch: 120 took 107.060s (82.227s in batching)
training loss:	0.591286
validation loss:	0.604760
validation error:	0.326855
2017-01-24 08:17:09,839 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:18:47,862 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-121.pkl
2017-01-24 08:18:57,134 INFO     epoch: 121 took 107.301s (82.292s in batching)
training loss:	0.591287
validation loss:	0.604208
validation error:	0.326206
2017-01-24 08:18:57,140 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:20:34,630 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-122.pkl
2017-01-24 08:20:43,889 INFO     epoch: 122 took 106.755s (81.777s in batching)
training loss:	0.591314
validation loss:	0.608552
validation error:	0.329834
2017-01-24 08:20:43,895 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:22:21,426 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-123.pkl
2017-01-24 08:22:30,654 INFO     epoch: 123 took 106.766s (81.837s in batching)
training loss:	0.591308
validation loss:	0.607584
validation error:	0.325636
2017-01-24 08:22:30,661 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:24:08,628 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-124.pkl
2017-01-24 08:24:17,989 INFO     epoch: 124 took 107.335s (82.145s in batching)
training loss:	0.591129
validation loss:	0.609654
validation error:	0.329155
2017-01-24 08:24:17,996 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:25:55,798 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-125.pkl
2017-01-24 08:26:05,066 INFO     epoch: 125 took 107.077s (81.964s in batching)
training loss:	0.591157
validation loss:	0.609525
validation error:	0.325472
2017-01-24 08:26:05,073 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:27:43,032 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-126.pkl
2017-01-24 08:27:52,313 INFO     epoch: 126 took 107.248s (82.042s in batching)
training loss:	0.591164
validation loss:	0.609877
validation error:	0.331569
2017-01-24 08:27:52,321 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:29:30,923 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-127.pkl
2017-01-24 08:29:40,282 INFO     epoch: 127 took 107.968s (82.663s in batching)
training loss:	0.591072
validation loss:	0.604313
validation error:	0.327628
2017-01-24 08:29:40,289 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:31:18,675 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-128.pkl
2017-01-24 08:31:27,920 INFO     epoch: 128 took 107.639s (82.335s in batching)
training loss:	0.591126
validation loss:	0.607644
validation error:	0.326488
2017-01-24 08:31:27,928 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:33:06,112 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-129.pkl
2017-01-24 08:33:15,393 INFO     epoch: 129 took 107.472s (82.105s in batching)
training loss:	0.591006
validation loss:	0.609953
validation error:	0.331217
2017-01-24 08:33:15,400 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:34:53,694 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-130.pkl
2017-01-24 08:35:02,989 INFO     epoch: 130 took 107.596s (82.183s in batching)
training loss:	0.591054
validation loss:	0.612277
validation error:	0.335737
2017-01-24 08:35:02,996 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:36:41,891 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-131.pkl
2017-01-24 08:36:51,319 INFO     epoch: 131 took 108.331s (82.642s in batching)
training loss:	0.591079
validation loss:	0.609548
validation error:	0.331271
2017-01-24 08:36:51,326 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:38:30,387 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-132.pkl
2017-01-24 08:38:39,826 INFO     epoch: 132 took 108.507s (82.562s in batching)
training loss:	0.590908
validation loss:	0.607485
validation error:	0.331004
2017-01-24 08:38:39,833 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:40:18,989 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-133.pkl
2017-01-24 08:40:28,340 INFO     epoch: 133 took 108.514s (82.758s in batching)
training loss:	0.590936
validation loss:	0.611661
validation error:	0.330776
2017-01-24 08:40:28,348 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:42:07,983 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-134.pkl
2017-01-24 08:42:17,417 INFO     epoch: 134 took 109.077s (82.944s in batching)
training loss:	0.591043
validation loss:	0.606202
validation error:	0.329165
2017-01-24 08:42:17,425 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:43:56,852 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-135.pkl
2017-01-24 08:44:06,382 INFO     epoch: 135 took 108.964s (82.866s in batching)
training loss:	0.590948
validation loss:	0.609854
validation error:	0.330146
2017-01-24 08:44:06,389 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:45:45,257 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-136.pkl
2017-01-24 08:45:54,570 INFO     epoch: 136 took 108.188s (82.496s in batching)
training loss:	0.591020
validation loss:	0.612356
validation error:	0.332233
2017-01-24 08:45:54,577 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:47:34,246 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-137.pkl
2017-01-24 08:47:43,724 INFO     epoch: 137 took 109.154s (83.371s in batching)
training loss:	0.590906
validation loss:	0.604498
validation error:	0.329120
2017-01-24 08:47:43,732 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:49:22,447 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-138.pkl
2017-01-24 08:49:31,753 INFO     epoch: 138 took 108.030s (82.408s in batching)
training loss:	0.590862
validation loss:	0.607261
validation error:	0.331048
2017-01-24 08:49:31,761 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:51:11,268 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-139.pkl
2017-01-24 08:51:20,682 INFO     epoch: 139 took 108.929s (83.134s in batching)
training loss:	0.590971
validation loss:	0.610778
validation error:	0.335603
2017-01-24 08:51:20,690 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:52:59,990 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-140.pkl
2017-01-24 08:53:09,353 INFO     epoch: 140 took 108.671s (82.920s in batching)
training loss:	0.590769
validation loss:	0.607912
validation error:	0.330622
2017-01-24 08:53:09,361 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:54:48,627 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-141.pkl
2017-01-24 08:54:58,009 INFO     epoch: 141 took 108.656s (82.826s in batching)
training loss:	0.590737
validation loss:	0.606148
validation error:	0.330875
2017-01-24 08:54:58,017 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:56:36,958 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-142.pkl
