2017-01-24 04:37:23,234 DEBUG    version=v043-unified:simple-ff-100-50-50
2017-01-24 07:00:31,231 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-070.pkl
2017-01-24 07:00:41,308 INFO     epoch: 70 took 117.122s (83.170s in batching)
training loss:	0.576673
validation loss:	0.611598
validation error:	0.331321
2017-01-24 07:00:41,313 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:02:28,586 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-071.pkl
2017-01-24 07:02:38,731 INFO     epoch: 71 took 117.424s (83.316s in batching)
training loss:	0.576493
validation loss:	0.609502
validation error:	0.328367
2017-01-24 07:02:38,736 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:04:25,903 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-072.pkl
2017-01-24 07:04:36,108 INFO     epoch: 72 took 117.377s (83.190s in batching)
training loss:	0.576432
validation loss:	0.612217
validation error:	0.329100
2017-01-24 07:04:36,113 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:06:23,484 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-073.pkl
2017-01-24 07:06:33,677 INFO     epoch: 73 took 117.569s (83.243s in batching)
training loss:	0.576379
validation loss:	0.610355
validation error:	0.329368
2017-01-24 07:06:33,682 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:08:20,808 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-074.pkl
2017-01-24 07:08:30,949 INFO     epoch: 74 took 117.271s (83.112s in batching)
training loss:	0.576465
validation loss:	0.609855
validation error:	0.330478
2017-01-24 07:08:30,954 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:10:18,657 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-075.pkl
2017-01-24 07:10:28,825 INFO     epoch: 75 took 117.876s (83.394s in batching)
training loss:	0.576236
validation loss:	0.615327
validation error:	0.330280
2017-01-24 07:10:28,830 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:12:17,006 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-076.pkl
2017-01-24 07:12:27,135 INFO     epoch: 76 took 118.310s (83.480s in batching)
training loss:	0.576137
validation loss:	0.617319
validation error:	0.330870
2017-01-24 07:12:27,141 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:14:15,517 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-077.pkl
2017-01-24 07:14:25,756 INFO     epoch: 77 took 118.621s (83.621s in batching)
training loss:	0.576138
validation loss:	0.611237
validation error:	0.329586
2017-01-24 07:14:25,762 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:16:14,001 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-078.pkl
2017-01-24 07:16:24,224 INFO     epoch: 78 took 118.468s (83.703s in batching)
training loss:	0.576177
validation loss:	0.611598
validation error:	0.330097
2017-01-24 07:16:24,230 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:18:12,671 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-079.pkl
2017-01-24 07:18:23,013 INFO     epoch: 79 took 118.789s (83.616s in batching)
training loss:	0.576037
validation loss:	0.618984
validation error:	0.337199
2017-01-24 07:18:23,018 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:20:11,239 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-080.pkl
2017-01-24 07:20:21,437 INFO     epoch: 80 took 118.424s (83.283s in batching)
training loss:	0.575882
validation loss:	0.616756
validation error:	0.332441
2017-01-24 07:20:21,442 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:22:09,054 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-081.pkl
2017-01-24 07:22:19,219 INFO     epoch: 81 took 117.782s (83.016s in batching)
training loss:	0.575852
validation loss:	0.615808
validation error:	0.332183
2017-01-24 07:22:19,226 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:24:07,974 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-082.pkl
2017-01-24 07:24:18,164 INFO     epoch: 82 took 118.945s (83.671s in batching)
training loss:	0.575825
validation loss:	0.615923
validation error:	0.336535
2017-01-24 07:24:18,170 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:26:07,260 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-083.pkl
2017-01-24 07:26:17,431 INFO     epoch: 83 took 119.267s (83.894s in batching)
training loss:	0.575767
validation loss:	0.612602
validation error:	0.331068
2017-01-24 07:26:17,436 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:28:05,662 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-084.pkl
2017-01-24 07:28:15,802 INFO     epoch: 84 took 118.371s (83.210s in batching)
training loss:	0.575881
validation loss:	0.612393
validation error:	0.329522
2017-01-24 07:28:15,808 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:30:04,053 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-085.pkl
2017-01-24 07:30:14,252 INFO     epoch: 85 took 118.450s (83.146s in batching)
training loss:	0.575747
validation loss:	0.610649
validation error:	0.329363
2017-01-24 07:30:14,258 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:32:02,111 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-086.pkl
2017-01-24 07:32:12,334 INFO     epoch: 86 took 118.081s (83.125s in batching)
training loss:	0.575762
validation loss:	0.619381
validation error:	0.331678
2017-01-24 07:32:12,339 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:34:00,564 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-087.pkl
2017-01-24 07:34:10,682 INFO     epoch: 87 took 118.348s (83.125s in batching)
training loss:	0.575548
validation loss:	0.614685
validation error:	0.334652
2017-01-24 07:34:10,688 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:35:59,187 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-088.pkl
2017-01-24 07:36:09,358 INFO     epoch: 88 took 118.676s (83.314s in batching)
training loss:	0.575544
validation loss:	0.611787
validation error:	0.327425
2017-01-24 07:36:09,364 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:37:57,839 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-089.pkl
2017-01-24 07:38:08,053 INFO     epoch: 89 took 118.694s (83.319s in batching)
training loss:	0.575550
validation loss:	0.615851
validation error:	0.334047
2017-01-24 07:38:08,059 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:39:56,652 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-090.pkl
2017-01-24 07:40:06,839 INFO     epoch: 90 took 118.786s (83.309s in batching)
training loss:	0.575446
validation loss:	0.611385
validation error:	0.328278
2017-01-24 07:40:06,845 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:41:55,396 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-091.pkl
2017-01-24 07:42:05,593 INFO     epoch: 91 took 118.754s (83.300s in batching)
training loss:	0.575497
validation loss:	0.614494
validation error:	0.329190
2017-01-24 07:42:05,599 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:43:54,319 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-092.pkl
2017-01-24 07:44:04,601 INFO     epoch: 92 took 119.008s (83.513s in batching)
training loss:	0.575374
validation loss:	0.613971
validation error:	0.329517
2017-01-24 07:44:04,606 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:45:53,664 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-093.pkl
2017-01-24 07:46:03,933 INFO     epoch: 93 took 119.333s (83.741s in batching)
training loss:	0.575307
validation loss:	0.611851
validation error:	0.330384
2017-01-24 07:46:03,939 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:47:52,896 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-094.pkl
2017-01-24 07:48:03,090 INFO     epoch: 94 took 119.156s (83.475s in batching)
training loss:	0.575296
validation loss:	0.616338
validation error:	0.329313
2017-01-24 07:48:03,096 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:49:51,943 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-095.pkl
2017-01-24 07:50:02,262 INFO     epoch: 95 took 119.172s (83.529s in batching)
training loss:	0.575230
validation loss:	0.620040
validation error:	0.335891
2017-01-24 07:50:02,268 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:51:51,376 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-096.pkl
2017-01-24 07:52:01,693 INFO     epoch: 96 took 119.432s (83.714s in batching)
training loss:	0.575280
validation loss:	0.615056
validation error:	0.332659
2017-01-24 07:52:01,699 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:53:50,925 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-097.pkl
2017-01-24 07:54:01,208 INFO     epoch: 97 took 119.515s (83.738s in batching)
training loss:	0.575191
validation loss:	0.611471
validation error:	0.328753
2017-01-24 07:54:01,215 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:55:50,122 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-098.pkl
2017-01-24 07:56:00,400 INFO     epoch: 98 took 119.191s (83.620s in batching)
training loss:	0.575061
validation loss:	0.611908
validation error:	0.330339
2017-01-24 07:56:00,407 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:57:49,182 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-099.pkl
2017-01-24 07:57:59,493 INFO     epoch: 99 took 119.094s (83.519s in batching)
training loss:	0.575001
validation loss:	0.611652
validation error:	0.330850
2017-01-24 07:57:59,499 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 07:59:48,713 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-100.pkl
2017-01-24 07:59:58,982 INFO     epoch: 100 took 119.489s (83.616s in batching)
training loss:	0.575172
validation loss:	0.612099
validation error:	0.330295
2017-01-24 07:59:58,989 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:01:48,158 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-101.pkl
2017-01-24 08:01:58,373 INFO     epoch: 101 took 119.391s (83.766s in batching)
training loss:	0.575118
validation loss:	0.612699
validation error:	0.326577
2017-01-24 08:01:58,379 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:03:47,171 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-102.pkl
2017-01-24 08:03:57,362 INFO     epoch: 102 took 118.989s (83.410s in batching)
training loss:	0.575068
validation loss:	0.610817
validation error:	0.331470
2017-01-24 08:03:57,369 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:05:46,541 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-103.pkl
2017-01-24 08:05:56,844 INFO     epoch: 103 took 119.482s (83.655s in batching)
training loss:	0.575026
validation loss:	0.614634
validation error:	0.327831
2017-01-24 08:05:56,850 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:07:46,577 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-104.pkl
2017-01-24 08:07:56,705 INFO     epoch: 104 took 119.861s (84.023s in batching)
training loss:	0.574987
validation loss:	0.619016
validation error:	0.329750
2017-01-24 08:07:56,711 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:09:43,474 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-105.pkl
2017-01-24 08:09:53,470 INFO     epoch: 105 took 116.766s (82.962s in batching)
training loss:	0.574877
validation loss:	0.613711
validation error:	0.329279
2017-01-24 08:09:53,477 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:11:40,134 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-106.pkl
2017-01-24 08:11:50,180 INFO     epoch: 106 took 116.709s (82.804s in batching)
training loss:	0.574786
validation loss:	0.612131
validation error:	0.328109
2017-01-24 08:11:50,186 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:13:37,060 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-107.pkl
2017-01-24 08:13:47,151 INFO     epoch: 107 took 116.971s (83.115s in batching)
training loss:	0.575013
validation loss:	0.613852
validation error:	0.328347
2017-01-24 08:13:47,158 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:15:33,918 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-108.pkl
2017-01-24 08:15:43,965 INFO     epoch: 108 took 116.814s (82.867s in batching)
training loss:	0.574833
validation loss:	0.619244
validation error:	0.334895
2017-01-24 08:15:43,971 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:17:30,730 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-109.pkl
2017-01-24 08:17:40,834 INFO     epoch: 109 took 116.869s (82.847s in batching)
training loss:	0.574833
validation loss:	0.614291
validation error:	0.330999
2017-01-24 08:17:40,841 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:19:28,141 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-110.pkl
2017-01-24 08:19:38,194 INFO     epoch: 110 took 117.360s (83.094s in batching)
training loss:	0.574745
validation loss:	0.611959
validation error:	0.327846
2017-01-24 08:19:38,200 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:21:25,235 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-111.pkl
2017-01-24 08:21:35,270 INFO     epoch: 111 took 117.076s (83.019s in batching)
training loss:	0.574616
validation loss:	0.613451
validation error:	0.331499
2017-01-24 08:21:35,277 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:23:22,409 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-112.pkl
2017-01-24 08:23:32,423 INFO     epoch: 112 took 117.153s (82.818s in batching)
training loss:	0.574858
validation loss:	0.613879
validation error:	0.329190
2017-01-24 08:23:32,430 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:25:20,485 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-113.pkl
2017-01-24 08:25:30,538 INFO     epoch: 113 took 118.115s (83.450s in batching)
training loss:	0.574477
validation loss:	0.615256
validation error:	0.329854
2017-01-24 08:25:30,545 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:27:17,861 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-114.pkl
2017-01-24 08:27:27,925 INFO     epoch: 114 took 117.386s (82.808s in batching)
training loss:	0.574743
validation loss:	0.612882
validation error:	0.331108
2017-01-24 08:27:27,931 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:29:15,494 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-115.pkl
2017-01-24 08:29:25,648 INFO     epoch: 115 took 117.723s (82.945s in batching)
training loss:	0.574579
validation loss:	0.616032
validation error:	0.332976
2017-01-24 08:29:25,655 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:31:14,054 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-116.pkl
2017-01-24 08:31:24,164 INFO     epoch: 116 took 118.516s (83.546s in batching)
training loss:	0.574702
validation loss:	0.611144
validation error:	0.328679
2017-01-24 08:31:24,171 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:33:12,484 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-117.pkl
2017-01-24 08:33:22,733 INFO     epoch: 117 took 118.569s (83.635s in batching)
training loss:	0.574700
validation loss:	0.615445
validation error:	0.328327
2017-01-24 08:33:22,739 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:35:10,885 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-118.pkl
2017-01-24 08:35:21,040 INFO     epoch: 118 took 118.306s (83.241s in batching)
training loss:	0.574544
validation loss:	0.613451
validation error:	0.327480
2017-01-24 08:35:21,046 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:37:10,231 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-119.pkl
2017-01-24 08:37:20,479 INFO     epoch: 119 took 119.439s (83.628s in batching)
training loss:	0.574460
validation loss:	0.616876
validation error:	0.331831
2017-01-24 08:37:20,486 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:39:09,773 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-120.pkl
2017-01-24 08:39:20,003 INFO     epoch: 120 took 119.524s (83.747s in batching)
training loss:	0.574402
validation loss:	0.612416
validation error:	0.327499
2017-01-24 08:39:20,010 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:41:09,431 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-121.pkl
2017-01-24 08:41:19,857 INFO     epoch: 121 took 119.854s (83.611s in batching)
training loss:	0.574367
validation loss:	0.619392
validation error:	0.326895
2017-01-24 08:41:19,864 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:43:09,880 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-122.pkl
2017-01-24 08:43:20,138 INFO     epoch: 122 took 120.282s (84.068s in batching)
training loss:	0.574492
validation loss:	0.616556
validation error:	0.331336
2017-01-24 08:43:20,145 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:45:09,999 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-123.pkl
2017-01-24 08:45:20,327 INFO     epoch: 123 took 120.189s (84.163s in batching)
training loss:	0.574502
validation loss:	0.616443
validation error:	0.328421
2017-01-24 08:45:20,334 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:47:09,823 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-124.pkl
2017-01-24 08:47:20,032 INFO     epoch: 124 took 119.705s (84.077s in batching)
training loss:	0.574398
validation loss:	0.617788
validation error:	0.329066
2017-01-24 08:47:20,039 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:49:09,398 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-125.pkl
2017-01-24 08:49:19,657 INFO     epoch: 125 took 119.625s (83.953s in batching)
training loss:	0.574433
validation loss:	0.614407
validation error:	0.330548
2017-01-24 08:49:19,665 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:51:08,687 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-126.pkl
2017-01-24 08:51:18,945 INFO     epoch: 126 took 119.288s (83.614s in batching)
training loss:	0.574438
validation loss:	0.612126
validation error:	0.327836
2017-01-24 08:51:18,953 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:53:08,177 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-127.pkl
2017-01-24 08:53:18,445 INFO     epoch: 127 took 119.500s (83.784s in batching)
training loss:	0.574231
validation loss:	0.615474
validation error:	0.329710
2017-01-24 08:53:18,452 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:55:07,899 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-128.pkl
2017-01-24 08:55:18,097 INFO     epoch: 128 took 119.653s (83.737s in batching)
training loss:	0.574376
validation loss:	0.614490
validation error:	0.328927
2017-01-24 08:55:18,105 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:57:07,088 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-129.pkl
2017-01-24 08:57:17,335 INFO     epoch: 129 took 119.237s (83.662s in batching)
training loss:	0.574291
validation loss:	0.619204
validation error:	0.331038
2017-01-24 08:57:17,343 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 08:59:06,064 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-130.pkl
2017-01-24 08:59:16,178 INFO     epoch: 130 took 118.843s (83.333s in batching)
training loss:	0.574162
validation loss:	0.615716
validation error:	0.328857
2017-01-24 08:59:16,185 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:01:05,663 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-131.pkl
2017-01-24 09:01:16,010 INFO     epoch: 131 took 119.832s (83.902s in batching)
training loss:	0.574224
validation loss:	0.612393
validation error:	0.327906
2017-01-24 09:01:16,017 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:03:05,119 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-132.pkl
2017-01-24 09:03:15,208 INFO     epoch: 132 took 119.198s (83.577s in batching)
training loss:	0.574113
validation loss:	0.614222
validation error:	0.329358
2017-01-24 09:03:15,215 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:05:04,370 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-133.pkl
2017-01-24 09:05:14,637 INFO     epoch: 133 took 119.429s (83.462s in batching)
training loss:	0.574267
validation loss:	0.615541
validation error:	0.330131
2017-01-24 09:05:14,644 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:07:03,617 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-134.pkl
2017-01-24 09:07:13,897 INFO     epoch: 134 took 119.260s (83.353s in batching)
training loss:	0.574094
validation loss:	0.618852
validation error:	0.327747
2017-01-24 09:07:13,905 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:09:02,981 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-135.pkl
2017-01-24 09:09:13,359 INFO     epoch: 135 took 119.462s (83.359s in batching)
training loss:	0.574136
validation loss:	0.616560
validation error:	0.329313
2017-01-24 09:09:13,366 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:11:03,607 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-136.pkl
2017-01-24 09:11:13,977 INFO     epoch: 136 took 120.619s (84.105s in batching)
training loss:	0.574066
validation loss:	0.615852
validation error:	0.331931
2017-01-24 09:11:13,985 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:13:03,430 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-137.pkl
2017-01-24 09:13:13,762 INFO     epoch: 137 took 119.784s (83.417s in batching)
training loss:	0.574142
validation loss:	0.612982
validation error:	0.329997
2017-01-24 09:13:13,769 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:15:03,887 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-138.pkl
2017-01-24 09:15:14,254 INFO     epoch: 138 took 120.492s (84.094s in batching)
training loss:	0.574098
validation loss:	0.615838
validation error:	0.329348
2017-01-24 09:15:14,261 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:17:04,136 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-139.pkl
2017-01-24 09:17:14,479 INFO     epoch: 139 took 120.225s (84.056s in batching)
training loss:	0.574110
validation loss:	0.616727
validation error:	0.329373
2017-01-24 09:17:14,486 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:19:04,088 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-140.pkl
2017-01-24 09:19:14,346 INFO     epoch: 140 took 119.867s (83.712s in batching)
training loss:	0.574099
validation loss:	0.619607
validation error:	0.326835
2017-01-24 09:19:14,353 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:21:03,964 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-141.pkl
2017-01-24 09:21:14,221 INFO     epoch: 141 took 119.875s (83.578s in batching)
training loss:	0.573840
validation loss:	0.617485
validation error:	0.332758
2017-01-24 09:21:14,229 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:23:03,122 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-142.pkl
2017-01-24 09:23:13,558 INFO     epoch: 142 took 119.338s (83.436s in batching)
training loss:	0.573973
validation loss:	0.613221
validation error:	0.330498
2017-01-24 09:23:13,566 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:25:02,964 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-143.pkl
2017-01-24 09:25:13,092 INFO     epoch: 143 took 119.534s (84.109s in batching)
training loss:	0.573958
validation loss:	0.615139
validation error:	0.326082
2017-01-24 09:25:13,100 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:27:02,311 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-144.pkl
2017-01-24 09:27:12,820 INFO     epoch: 144 took 119.728s (84.035s in batching)
training loss:	0.573905
