2017-01-26 20:49:27,071 DEBUG    version=v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0
2017-01-26 20:59:05,290 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-055.pkl
2017-01-26 20:59:05,520 INFO     epoch: 55 took 4.220s (0.003s in batching)
training loss:	0.578427
validation loss:	0.607801
validation error:	0.324797
2017-01-26 20:59:05,522 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:09,475 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-056.pkl
2017-01-26 20:59:09,710 INFO     epoch: 56 took 4.190s (0.003s in batching)
training loss:	0.578323
validation loss:	0.606726
validation error:	0.326105
2017-01-26 20:59:09,712 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:13,674 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-057.pkl
2017-01-26 20:59:13,903 INFO     epoch: 57 took 4.193s (0.004s in batching)
training loss:	0.578392
validation loss:	0.604985
validation error:	0.327233
2017-01-26 20:59:13,905 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:17,879 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-058.pkl
2017-01-26 20:59:18,113 INFO     epoch: 58 took 4.209s (0.004s in batching)
training loss:	0.577960
validation loss:	0.605720
validation error:	0.327850
2017-01-26 20:59:18,115 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:22,110 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-059.pkl
2017-01-26 20:59:22,343 INFO     epoch: 59 took 4.230s (0.003s in batching)
training loss:	0.577883
validation loss:	0.605775
validation error:	0.326541
2017-01-26 20:59:22,344 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:26,304 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-060.pkl
2017-01-26 20:59:26,534 INFO     epoch: 60 took 4.192s (0.003s in batching)
training loss:	0.577725
validation loss:	0.603807
validation error:	0.325940
2017-01-26 20:59:26,536 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:30,494 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-061.pkl
2017-01-26 20:59:30,724 INFO     epoch: 61 took 4.190s (0.003s in batching)
training loss:	0.577445
validation loss:	0.604156
validation error:	0.324647
2017-01-26 20:59:30,725 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:34,686 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-062.pkl
2017-01-26 20:59:34,917 INFO     epoch: 62 took 4.192s (0.004s in batching)
training loss:	0.577347
validation loss:	0.605887
validation error:	0.325820
2017-01-26 20:59:34,918 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:38,904 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-063.pkl
2017-01-26 20:59:39,141 INFO     epoch: 63 took 4.225s (0.003s in batching)
training loss:	0.576974
validation loss:	0.605221
validation error:	0.327368
2017-01-26 20:59:39,143 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:43,122 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-064.pkl
2017-01-26 20:59:43,354 INFO     epoch: 64 took 4.212s (0.003s in batching)
training loss:	0.576849
validation loss:	0.607560
validation error:	0.332195
2017-01-26 20:59:43,355 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:47,310 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-065.pkl
2017-01-26 20:59:47,539 INFO     epoch: 65 took 4.185s (0.003s in batching)
training loss:	0.576805
validation loss:	0.602870
validation error:	0.324677
2017-01-26 20:59:47,540 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:51,517 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-066.pkl
2017-01-26 20:59:51,747 INFO     epoch: 66 took 4.209s (0.003s in batching)
training loss:	0.576873
validation loss:	0.605401
validation error:	0.325729
2017-01-26 20:59:51,749 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:55,704 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-067.pkl
2017-01-26 20:59:55,934 INFO     epoch: 67 took 4.187s (0.004s in batching)
training loss:	0.576441
validation loss:	0.609097
validation error:	0.329429
2017-01-26 20:59:55,960 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:59,876 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-068.pkl
2017-01-26 21:00:00,105 INFO     epoch: 68 took 4.171s (0.003s in batching)
training loss:	0.576438
validation loss:	0.605833
validation error:	0.328135
2017-01-26 21:00:00,106 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:04,049 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-069.pkl
2017-01-26 21:00:04,357 INFO     epoch: 69 took 4.252s (0.003s in batching)
training loss:	0.576090
validation loss:	0.604395
validation error:	0.327414
2017-01-26 21:00:04,774 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:08,757 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-070.pkl
2017-01-26 21:00:08,984 INFO     epoch: 70 took 4.627s (0.015s in batching)
training loss:	0.576452
validation loss:	0.607119
validation error:	0.327835
2017-01-26 21:00:08,986 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:12,953 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-071.pkl
2017-01-26 21:00:13,183 INFO     epoch: 71 took 4.199s (0.004s in batching)
training loss:	0.575873
validation loss:	0.604584
validation error:	0.324286
2017-01-26 21:00:13,184 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:17,224 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-072.pkl
2017-01-26 21:00:17,448 INFO     epoch: 72 took 4.265s (0.003s in batching)
training loss:	0.575818
validation loss:	0.604723
validation error:	0.326210
2017-01-26 21:00:17,450 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:21,127 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-073.pkl
2017-01-26 21:00:21,345 INFO     epoch: 73 took 3.897s (0.003s in batching)
training loss:	0.575713
validation loss:	0.605569
validation error:	0.326617
2017-01-26 21:00:21,346 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:25,067 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-074.pkl
2017-01-26 21:00:25,284 INFO     epoch: 74 took 3.939s (0.003s in batching)
training loss:	0.575652
validation loss:	0.607910
validation error:	0.326180
2017-01-26 21:00:25,285 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:29,048 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-075.pkl
2017-01-26 21:00:29,264 INFO     epoch: 75 took 3.981s (0.003s in batching)
training loss:	0.575241
validation loss:	0.606793
validation error:	0.328707
2017-01-26 21:00:29,266 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:32,932 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-076.pkl
2017-01-26 21:00:33,150 INFO     epoch: 76 took 3.885s (0.003s in batching)
training loss:	0.575262
validation loss:	0.606750
validation error:	0.327910
2017-01-26 21:00:33,151 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:36,807 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-077.pkl
2017-01-26 21:00:37,026 INFO     epoch: 77 took 3.876s (0.003s in batching)
training loss:	0.575082
validation loss:	0.606554
validation error:	0.328436
2017-01-26 21:00:37,027 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:40,849 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-078.pkl
2017-01-26 21:00:41,064 INFO     epoch: 78 took 4.038s (0.003s in batching)
training loss:	0.574996
validation loss:	0.608828
validation error:	0.326150
2017-01-26 21:00:41,065 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:44,767 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-079.pkl
2017-01-26 21:00:44,982 INFO     epoch: 79 took 3.918s (0.003s in batching)
training loss:	0.575095
validation loss:	0.610940
validation error:	0.334120
2017-01-26 21:00:44,984 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:48,686 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-080.pkl
2017-01-26 21:00:48,902 INFO     epoch: 80 took 3.920s (0.003s in batching)
training loss:	0.574859
validation loss:	0.605832
validation error:	0.325308
2017-01-26 21:00:48,903 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:52,648 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-081.pkl
2017-01-26 21:00:52,864 INFO     epoch: 81 took 3.962s (0.003s in batching)
training loss:	0.574831
validation loss:	0.613986
validation error:	0.336466
2017-01-26 21:00:52,865 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:00:56,548 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-082.pkl
2017-01-26 21:00:56,789 INFO     epoch: 82 took 3.925s (0.003s in batching)
training loss:	0.574249
validation loss:	0.606888
validation error:	0.327323
2017-01-26 21:00:56,790 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:00,496 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-083.pkl
2017-01-26 21:01:00,712 INFO     epoch: 83 took 3.923s (0.003s in batching)
training loss:	0.574499
validation loss:	0.608001
validation error:	0.326075
2017-01-26 21:01:00,714 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:04,479 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-084.pkl
2017-01-26 21:01:09,271 INFO     epoch: 84 took 8.558s (0.003s in batching)
training loss:	0.574147
validation loss:	0.605535
validation error:	0.326752
2017-01-26 21:01:09,602 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:13,387 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-085.pkl
2017-01-26 21:01:13,711 INFO     epoch: 85 took 4.440s (0.010s in batching)
training loss:	0.574315
validation loss:	0.607516
validation error:	0.324647
2017-01-26 21:01:13,742 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:17,547 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-086.pkl
2017-01-26 21:01:17,769 INFO     epoch: 86 took 4.058s (0.003s in batching)
training loss:	0.574162
validation loss:	0.606742
validation error:	0.329489
2017-01-26 21:01:17,803 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:21,668 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-087.pkl
2017-01-26 21:01:21,918 INFO     epoch: 87 took 4.150s (0.003s in batching)
training loss:	0.574135
validation loss:	0.608754
validation error:	0.331263
2017-01-26 21:01:21,969 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:25,648 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-088.pkl
2017-01-26 21:01:25,863 INFO     epoch: 88 took 3.944s (0.003s in batching)
training loss:	0.573815
validation loss:	0.608609
validation error:	0.327985
2017-01-26 21:01:25,864 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:29,570 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-089.pkl
2017-01-26 21:01:29,788 INFO     epoch: 89 took 3.925s (0.003s in batching)
training loss:	0.573832
validation loss:	0.607003
validation error:	0.325639
2017-01-26 21:01:29,790 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:33,578 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-090.pkl
2017-01-26 21:01:33,806 INFO     epoch: 90 took 4.018s (0.003s in batching)
training loss:	0.573751
validation loss:	0.607472
validation error:	0.325609
2017-01-26 21:01:33,808 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:37,703 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-091.pkl
2017-01-26 21:01:37,937 INFO     epoch: 91 took 4.131s (0.003s in batching)
training loss:	0.573517
validation loss:	0.608090
validation error:	0.325504
2017-01-26 21:01:37,939 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:41,678 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-092.pkl
2017-01-26 21:01:41,892 INFO     epoch: 92 took 3.955s (0.003s in batching)
training loss:	0.573449
validation loss:	0.609502
validation error:	0.328421
2017-01-26 21:01:41,894 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:45,680 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-093.pkl
2017-01-26 21:01:45,897 INFO     epoch: 93 took 4.005s (0.003s in batching)
training loss:	0.573349
validation loss:	0.605443
validation error:	0.326812
2017-01-26 21:01:45,899 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:49,646 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-094.pkl
2017-01-26 21:01:49,868 INFO     epoch: 94 took 3.971s (0.003s in batching)
training loss:	0.573288
validation loss:	0.606898
validation error:	0.326902
2017-01-26 21:01:49,869 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:53,603 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-095.pkl
2017-01-26 21:01:53,818 INFO     epoch: 95 took 3.950s (0.003s in batching)
training loss:	0.573270
validation loss:	0.606726
validation error:	0.325955
2017-01-26 21:01:53,819 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:01:57,578 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-096.pkl
2017-01-26 21:01:57,821 INFO     epoch: 96 took 4.003s (0.003s in batching)
training loss:	0.573301
validation loss:	0.609140
validation error:	0.327323
2017-01-26 21:01:58,041 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:02:01,711 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-097.pkl
2017-01-26 21:02:01,977 INFO     epoch: 97 took 4.156s (0.005s in batching)
training loss:	0.573141
validation loss:	0.608854
validation error:	0.326391
2017-01-26 21:02:02,029 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:02:05,725 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-098.pkl
2017-01-26 21:02:05,942 INFO     epoch: 98 took 3.966s (0.003s in batching)
training loss:	0.572903
validation loss:	0.610090
validation error:	0.326722
2017-01-26 21:02:05,984 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 21:02:09,714 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-099.pkl
2017-01-26 21:02:09,962 INFO     received exit signal, waiting for epoch to finish...
2017-01-26 21:02:10,194 INFO     epoch: 99 took 4.251s (0.003s in batching)
training loss:	0.572736
validation loss:	0.606078
validation error:	0.322677
2017-01-26 21:02:10,596 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
